payroll_id,employee_id,pay_period_start,pay_period_end,pay_date,payroll_type,base_salary,hourly_rate,hours_worked,overtime_hours,overtime_rate_multiplier,gross_earnings,bonus_amount,commission_amount,allowance_amount,other_earnings,deduction_tax,deduction_pf,deduction_insurance,deduction_loan,deduction_other,total_deductions,net_pay,ytd_gross,ytd_tax,ytd_net,currency_code,payment_method,bank_account_number,status,created_at,created_by,updated_at,updated_by,is_active,notes,tax_regime,effective_from,effective_to
1229,29,2023-12-27,2024-01-23,2024-01-27,Monthly,11814.51,,,15.46,1.5,19637.35,2727.74,2636.76,50.17,695.8,4710.73,1152.58,328.69,323.21,118.71,6633.92,13003.43,196373.5,47107.3,130034.3,USD,Check,2896676299,Processed,2025-04-09 16:38:39,12,2025-04-09 18:38:39,5,True,Bonus included,Old Regime,,
1230,30,2023-12-27,2024-01-24,2024-01-27,Monthly,4500.6,,,13.49,2.0,8289.81,1809.25,68.15,1025.96,126.94,850.37,727.6,222.18,828.82,166.7,2795.67,5494.14,24869.43,2551.11,16482.42,USD,Bank Transfer,4506115478,Reversed,2025-04-30 16:38:39,5,2025-04-30 21:38:39,48,True,,,2024-06-20,2025-05-22
1231,31,2023-12-27,2024-01-24,2024-01-28,Monthly,11226.15,,,16.86,1.5,20663.27,4330.84,1801.52,894.43,635.9,3164.59,1703.61,129.69,205.64,138.99,5342.52,15320.75,82653.08,12658.36,61283.0,USD,Bank Transfer,5439486392,Draft,2025-02-20 16:38:39,28,2025-02-20 18:38:39,44,True,Adjustment for overtime,New Regime,2023-03-05,2023-08-09
1232,32,2023-12-27,2024-01-25,2024-01-26,Monthly,4132.11,,,13.16,2.0,8283.52,2090.8,198.5,349.73,832.65,1783.64,724.95,346.85,117.5,73.32,3046.26,5237.26,8283.52,1783.64,5237.26,USD,Bank Transfer,5889478447,Paid,2025-05-30 16:38:39,18,2025-05-30 18:38:39,9,True,,New Regime,,
1233,33,2023-12-27,2024-01-24,2024-01-26,Monthly,5059.32,,,7.77,2.0,11312.15,3064.1,443.21,1379.86,874.27,1941.79,1074.81,156.86,436.62,239.15,3849.23,7462.92,113121.5,19417.9,74629.2,USD,Cash,5739606653,Processed,2025-11-28 16:38:39,40,2025-11-28 18:38:39,15,True,Tax revision,,2023-07-20,2023-09-20
1234,34,2023-12-27,2024-01-25,2024-01-27,Monthly,4468.28,,,1.67,2.0,6868.47,719.11,783.84,484.56,319.4,1442.33,569.4,463.14,104.94,86.41,2666.22,4202.25,61816.23,12980.97,37820.25,USD,Bank Transfer,1627462089,Processed,2025-05-23 16:38:39,14,2025-05-23 21:38:39,33,True,Adjustment for overtime,,2023-05-11,2024-02-26
1235,35,2023-12-27,2024-01-25,2024-01-29,Monthly,6357.21,,,15.54,1.5,15454.54,4915.12,2474.27,166.09,615.68,3197.29,857.19,238.62,44.78,439.02,4776.9,10677.64,15454.54,3197.29,10677.64,USD,Bank Transfer,5373155793,Processed,2025-08-16 16:38:39,43,2025-08-16 22:38:39,20,True,Bonus included,,,
1236,36,2023-12-27,2024-01-25,2024-01-27,Monthly,7750.52,,,18.67,2.0,11900.07,5.23,632.36,1229.78,473.4,3193.88,849.71,295.16,363.63,252.29,4954.67,6945.4,11900.07,3193.88,6945.4,USD,Bank Transfer,4326520194,Processed,2025-02-25 16:38:39,3,2025-02-25 21:38:39,36,True,Adjustment for overtime,,,
1237,37,2023-12-27,2024-01-26,2024-01-29,Monthly,5800.42,,,16.14,1.5,9574.21,36.71,834.9,1722.6,301.9,2437.76,697.67,84.36,846.65,321.83,4388.27,5185.94,57445.26,14626.56,31115.64,USD,Cash,6634290101,Processed,2025-12-12 16:38:39,2,2025-12-12 19:38:39,10,True,Bonus included,Old Regime,2023-10-28,2024-09-12
1238,38,2023-12-27,2024-01-23,2024-01-24,Bi-weekly,10328.15,,,1.31,2.0,14591.12,3015.18,496.75,324.7,257.22,3979.42,953.77,306.33,428.21,432.4,6100.13,8490.99,72955.6,19897.1,42454.95,USD,Cash,7022224342,Processed,2025-03-13 16:38:39,12,2025-03-13 17:38:39,9,True,Adjustment for overtime,Old Regime,2024-01-20,2024-04-10
1239,39,2023-12-27,2024-01-23,2024-01-25,Monthly,6563.09,,,4.58,1.5,15463.57,4871.96,1797.15,1375.77,573.8,2934.23,1473.8,16.61,8.13,143.14,4575.91,10887.66,46390.71,8802.69,32662.98,USD,Check,7893743093,Paid,2025-10-09 16:38:39,11,2025-10-09 17:38:39,46,True,Tax revision,New Regime,,
1240,40,2023-12-27,2024-01-26,2024-01-27,Monthly,11446.23,,,6.53,1.5,18650.28,4318.56,1595.3,14.69,574.78,3515.3,1302.76,422.6,755.02,261.07,6256.75,12393.53,186502.8,35153.0,123935.3,INR,Bank Transfer,1430361597,Processed,2026-01-18 16:38:39,42,2026-01-18 18:38:39,15,True,,New Regime,2023-07-10,2024-02-13
1241,41,2023-12-27,2024-01-24,2024-01-28,Monthly,9439.92,,,9.09,2.0,15860.66,2469.75,1197.82,741.45,939.11,3215.14,864.31,265.67,11.67,115.9,4472.69,11387.97,79303.3,16075.7,56939.85,USD,Bank Transfer,5483179159,Processed,2025-07-18 16:38:39,8,2025-07-18 19:38:39,27,True,Bonus included,Old Regime,2023-11-30,2024-11-15
1242,42,2023-12-27,2024-01-27,2024-02-01,Monthly,10137.39,,,11.74,1.5,17391.82,3950.85,1331.38,481.57,374.88,3809.28,1455.62,143.9,726.66,183.89,6319.35,11072.47,121742.74,26664.96,77507.29,USD,Bank Transfer,5458870739,Processed,2025-05-04 16:38:39,29,2025-05-04 22:38:39,12,True,Adjustment for overtime,Old Regime,2024-02-22,2024-06-14
1243,43,2023-12-27,2024-01-23,2024-01-28,Monthly,7148.21,,,4.89,2.0,11215.57,2712.02,91.07,195.92,631.42,1429.98,683.63,401.76,362.57,432.37,3310.31,7905.26,67293.42,8579.88,47431.56,USD,Check,8393589656,Processed,2025-09-09 16:38:39,7,2025-09-09 17:38:39,29,True,Bonus included,Old Regime,,
1244,44,2023-12-27,2024-01-23,2024-01-26,Weekly,11361.83,,,5.73,2.0,14318.32,212.79,1722.64,70.37,136.9,4008.96,767.21,74.57,512.83,303.77,5667.34,8650.98,28636.64,8017.92,17301.96,USD,Bank Transfer,9085073999,Processed,2025-03-23 16:38:39,42,2025-03-23 18:38:39,28,True,Bonus included,,2023-10-31,2023-12-11
1245,45,2023-12-27,2024-01-27,2024-02-01,Monthly,,41.8,176.3,16.01,2.0,12178.54,57.29,989.62,1662.91,760.94,2295.01,649.15,403.04,794.77,318.74,4460.71,7717.83,133963.94,25245.11,84896.13,USD,Bank Transfer,3315893609,Processed,2025-08-01 16:38:39,4,2025-08-01 22:38:39,46,True,Adjustment for overtime,,2023-02-11,2023-11-29
1246,46,2023-12-27,2024-01-25,2024-01-26,Monthly,9716.28,,,9.59,2.0,15738.95,3469.66,296.41,578.96,512.9,4564.02,1200.08,244.43,556.23,255.29,6820.05,8918.9,47216.85,13692.06,26756.7,USD,Bank Transfer,4299446961,Processed,2025-10-17 16:38:39,24,2025-10-17 20:38:39,18,True,Adjustment for overtime,Old Regime,2023-04-05,2023-12-26
1247,47,2023-12-27,2024-01-24,2024-01-27,Monthly,4797.49,,,0.36,1.5,9555.7,1782.64,1631.52,729.0,598.86,2228.12,870.28,163.53,715.92,84.37,4062.22,5493.48,95557.0,22281.2,54934.8,USD,Bank Transfer,8980461574,Processed,2025-09-22 16:38:39,32,2025-09-22 17:38:39,31,True,,Old Regime,,
1248,48,2023-12-27,2024-01-27,2024-01-29,Monthly,10169.1,,,12.51,2.0,17524.88,3706.71,470.22,1027.71,560.95,4450.33,1305.58,116.95,667.95,160.39,6701.2,10823.68,17524.88,4450.33,10823.68,USD,Bank Transfer,2319675248,Processed,2025-10-23 16:38:39,24,2025-10-23 22:38:39,11,True,Tax revision,New Regime,2024-01-07,2024-10-23
1249,49,2023-12-27,2024-01-27,2024-01-30,Monthly,12076.17,,,1.46,1.5,20498.5,3988.47,2325.19,1560.73,382.65,2311.98,1978.19,115.56,421.76,91.4,4918.89,15579.61,184486.5,20807.82,140216.49,USD,Cash,5560101088,Paid,2025-10-29 16:38:39,6,2025-10-29 18:38:39,1,True,,New Regime,,
1250,50,2023-12-27,2024-01-27,2024-01-28,Monthly,6608.52,,,0.36,1.5,15162.09,4006.98,2751.29,869.2,903.8,3933.95,879.61,353.52,977.76,379.44,6524.28,8637.81,15162.09,3933.95,8637.81,USD,Bank Transfer,3311311183,Processed,2025-05-19 16:38:39,7,2025-05-19 21:38:39,36,True,Adjustment for overtime,Old Regime,2023-12-19,2024-09-15
1251,51,2023-12-27,2024-01-24,2024-01-26,Bi-weekly,8892.15,,,13.97,2.0,13797.37,1529.85,754.91,567.86,499.81,2980.38,1341.38,22.41,373.58,186.89,4904.64,8892.73,27594.74,5960.76,17785.46,USD,Check,5801515054,Processed,2025-10-26 16:38:39,24,2025-10-26 17:38:39,8,False,Adjustment for overtime,,2023-07-16,2023-10-07
1252,52,2023-12-27,2024-01-26,2024-01-29,Monthly,3452.53,,,11.38,2.0,10889.32,3914.23,1523.05,1151.85,356.54,2197.98,1022.84,159.01,451.77,258.85,4090.45,6798.87,130671.84,26375.76,81586.44,USD,Bank Transfer,6425884517,Draft,2025-07-15 16:38:39,24,2025-07-15 17:38:39,7,True,,,,
1253,53,2023-12-27,2024-01-24,2024-01-27,Monthly,,65.22,149.73,16.48,1.5,18485.72,3565.32,716.71,1997.05,829.01,4263.69,1319.03,203.48,446.94,410.57,6643.71,11842.01,221828.64,51164.28,142104.12,USD,Bank Transfer,7623995172,Processed,2025-12-03 16:38:39,6,2025-12-03 19:38:39,31,True,,,,
1254,54,2023-12-27,2024-01-24,2024-01-29,Monthly,12182.5,,,2.16,2.0,17143.26,1160.39,1081.64,1788.83,600.97,2129.05,945.04,29.86,917.5,334.07,4355.52,12787.74,102859.56,12774.3,76726.44,USD,Bank Transfer,5782780934,Processed,2025-09-20 16:38:39,42,2025-09-20 17:38:39,46,True,,New Regime,,
1255,55,2023-12-27,2024-01-27,2024-01-30,Weekly,,42.06,167.08,17.34,1.5,12491.91,87.89,2882.47,878.62,521.56,1552.24,727.8,414.79,65.5,56.84,2817.17,9674.74,74951.46,9313.44,58048.44,USD,Bank Transfer,6977923242,Processed,2025-10-19 16:38:39,47,2025-10-19 19:38:39,35,False,Adjustment for overtime,,,
1256,56,2023-12-27,2024-01-23,2024-01-28,Monthly,11971.12,,,9.61,1.5,22164.5,4944.57,2836.37,959.52,374.4,6393.86,1455.05,186.1,366.26,72.63,8473.9,13690.6,221645.0,63938.6,136906.0,USD,Bank Transfer,5079809883,Paid,2025-07-06 16:38:39,33,2025-07-06 21:38:39,43,True,,New Regime,2024-02-12,2024-09-02
1257,57,2023-12-27,2024-01-23,2024-01-27,Monthly,3938.15,,,1.42,2.0,12330.21,2680.91,2953.1,1719.48,968.67,3311.65,908.75,40.62,676.45,334.97,5272.44,7057.77,110971.89,29804.85,63519.93,USD,Bank Transfer,6558229960,Processed,2025-05-14 16:38:39,41,2025-05-14 19:38:39,9,True,Adjustment for overtime,Old Regime,,
1258,58,2023-12-27,2024-01-26,2024-01-31,One-time,9063.43,,,19.77,1.5,16936.98,3893.19,585.51,1072.7,642.3,3871.73,1381.22,396.89,747.02,159.33,6556.19,10380.79,186306.78,42589.03,114188.69,INR,Bank Transfer,8475777255,Processed,2026-01-05 16:38:39,44,2026-01-05 22:38:39,14,True,Tax revision,New Regime,,
1259,59,2023-12-27,2024-01-27,2024-02-01,Monthly,8362.44,,,5.27,1.5,15132.74,4343.05,1337.08,474.64,202.37,2308.1,1260.03,107.18,982.05,123.36,4780.72,10352.02,105929.18,16156.7,72464.14,USD,Bank Transfer,7652631656,Processed,2025-11-27 16:38:39,10,2025-11-27 21:38:39,31,True,Bonus included,New Regime,2023-07-24,2023-12-01
1260,60,2023-12-27,2024-01-27,2024-01-30,Monthly,7849.61,,,14.22,1.5,14089.42,1108.55,1991.09,1129.53,964.19,2545.67,1180.64,142.18,599.28,225.42,4693.19,9396.23,112715.36,20365.36,75169.84,EUR,Bank Transfer,8858667339,Draft,2025-05-14 16:38:39,46,2025-05-14 21:38:39,17,False,,Old Regime,,
1261,61,2023-12-27,2024-01-23,2024-01-26,Monthly,4792.17,,,8.66,2.0,11620.22,4637.62,599.92,569.88,501.88,1646.13,688.74,7.85,540.63,407.11,3290.46,8329.76,127822.42,18107.43,91627.36,USD,Bank Transfer,4711726657,Paid,2025-06-17 16:38:39,39,2025-06-17 18:38:39,37,True,Bonus included,,,
1262,62,2023-12-27,2024-01-26,2024-01-27,Monthly,8781.82,,,2.05,2.0,16259.35,4063.27,1429.99,1061.45,697.79,3814.16,1093.75,399.16,613.7,68.44,5989.21,10270.14,65037.4,15256.64,41080.56,USD,Bank Transfer,2887239136,Draft,2025-12-28 16:38:39,21,2025-12-28 20:38:39,23,True,Bonus included,New Regime,2023-08-16,2024-08-11
1263,63,2023-12-27,2024-01-25,2024-01-27,Monthly,,22.75,146.54,6.09,2.0,8137.44,2412.94,263.82,1322.93,526.87,1061.56,804.92,322.29,911.86,345.64,3446.27,4691.17,73236.96,9554.04,42220.53,INR,Check,2169822234,Reversed,2025-08-09 16:38:39,38,2025-08-09 17:38:39,30,True,Adjustment for overtime,New Regime,,
1264,64,2023-12-27,2024-01-23,2024-01-24,Monthly,4359.22,,,4.38,1.5,10772.54,3021.88,1433.74,1107.39,671.31,1267.34,802.61,97.94,222.45,472.61,2862.95,7909.59,64635.24,7604.04,47457.54,USD,Cash,9389659920,Processed,2025-11-26 16:38:39,10,2025-11-26 21:38:39,13,False,Bonus included,Old Regime,2024-05-10,2025-03-18
1265,65,2023-12-27,2024-01-26,2024-01-31,Bi-weekly,11912.14,,,4.51,2.0,18094.69,929.39,1636.55,1995.54,949.52,2011.39,1306.52,244.68,729.33,344.98,4636.9,13457.79,126662.83,14079.73,94204.53,INR,Check,9794069234,Processed,2025-05-13 16:38:39,12,2025-05-13 21:38:39,20,True,Bonus included,,2023-06-05,2023-09-25
1266,66,2023-12-27,2024-01-26,2024-01-28,Monthly,,66.67,167.67,14.71,1.5,19940.65,4914.43,30.68,1960.17,385.74,5922.35,1168.08,193.83,106.73,100.69,7491.68,12448.97,139584.55,41456.45,87142.79,USD,Bank Transfer,3244680898,Paid,2025-02-23 16:38:39,47,2025-02-23 21:38:39,33,True,Adjustment for overtime,,,
1267,67,2023-12-27,2024-01-23,2024-01-26,Monthly,,57.32,174.13,1.46,1.5,17131.67,3224.49,2789.13,488.27,523.12,3225.69,1019.54,464.32,746.8,2.35,5458.7,11672.97,102790.02,19354.14,70037.82,USD,Bank Transfer,1253730031,Paid,2025-10-02 16:38:39,5,2025-10-02 20:38:39,33,True,Bonus included,,2024-04-07,2024-09-08
1268,68,2023-12-27,2024-01-23,2024-01-25,Monthly,7024.18,,,7.54,2.0,12822.63,244.14,2566.59,1687.32,638.37,2774.14,931.85,310.95,537.47,230.48,4784.89,8037.74,128226.3,27741.4,80377.4,USD,Check,5891476476,Processed,2025-04-12 16:38:39,26,2025-04-12 20:38:39,29,True,Adjustment for overtime,,2024-01-21,2024-03-10
1269,69,2023-12-27,2024-01-25,2024-01-27,Monthly,,41.95,144.65,12.93,1.5,13945.78,2348.47,2924.16,1194.67,596.79,1621.51,1137.89,78.17,572.35,93.81,3503.73,10442.05,153403.58,17836.61,114862.55,INR,Bank Transfer,2792390241,Processed,2025-05-21 16:38:39,35,2025-05-21 22:38:39,18,True,Tax revision,New Regime,2023-06-20,2024-04-27
1270,70,2023-12-27,2024-01-24,2024-01-29,Monthly,,64.69,158.77,4.9,1.5,14313.15,181.52,1146.37,1534.16,704.8,3162.86,1101.99,181.79,519.03,307.38,5273.05,9040.1,157444.65,34791.46,99441.1,USD,Bank Transfer,7458389200,Processed,2026-01-19 16:38:39,35,2026-01-19 17:38:39,1,True,,Old Regime,2023-07-13,2023-08-15
1271,71,2023-12-27,2024-01-26,2024-01-30,Monthly,12337.57,,,3.75,2.0,17605.87,1021.27,1360.16,1932.72,375.83,5011.77,1541.72,285.52,967.8,66.06,7872.87,9733.0,211270.44,60141.24,116796.0,INR,Bank Transfer,3482587186,Processed,2025-04-10 16:38:39,25,2025-04-10 21:38:39,24,True,Tax revision,Old Regime,2023-01-28,2023-11-09
1272,72,2023-12-27,2024-01-25,2024-01-26,Monthly,10453.25,,,8.88,1.5,14920.49,1591.23,1801.8,56.02,147.96,3859.56,1213.07,362.05,593.85,166.3,6194.83,8725.66,14920.49,3859.56,8725.66,USD,Check,2999154853,Draft,2025-12-14 16:38:39,42,2025-12-14 21:38:39,12,True,,New Regime,2024-08-21,2025-04-01
1273,73,2023-12-27,2024-01-25,2024-01-29,Monthly,5575.36,,,4.85,2.0,10624.48,1367.67,2038.43,942.73,362.28,2273.53,826.15,499.49,421.23,255.28,4275.68,6348.8,84995.84,18188.24,50790.4,USD,Bank Transfer,7681646886,Processed,2025-05-20 16:38:39,24,2025-05-20 18:38:39,31,True,,Old Regime,2023-01-09,2023-06-14
1274,74,2023-12-27,2024-01-24,2024-01-28,One-time,12015.25,,,5.01,1.5,14556.33,424.6,1052.74,43.8,455.6,2492.75,1032.6,332.57,191.47,287.16,4336.55,10219.78,131006.97,22434.75,91978.02,USD,Bank Transfer,7826076218,Processed,2025-05-12 16:38:39,8,2025-05-12 21:38:39,2,True,Bonus included,,,
1275,75,2023-12-27,2024-01-25,2024-01-28,Bi-weekly,,55.88,148.09,6.8,1.5,17265.32,4067.58,2253.98,1550.79,547.72,3858.47,1645.21,217.17,14.64,34.58,5770.07,11495.25,86326.6,19292.35,57476.25,EUR,Bank Transfer,4780250661,Processed,2025-08-25 16:38:39,4,2025-08-25 19:38:39,31,True,Adjustment for overtime,,2023-06-17,2023-07-24
1276,76,2023-12-27,2024-01-23,2024-01-25,Monthly,,45.21,179.03,12.35,2.0,12458.97,703.31,2510.1,14.08,20.85,1678.98,789.45,443.65,548.24,165.29,3625.61,8833.36,24917.94,3357.96,17666.72,INR,Check,6846508940,Processed,2025-07-28 16:38:39,43,2025-07-28 20:38:39,19,True,Adjustment for overtime,Old Regime,,
1277,77,2023-12-27,2024-01-25,2024-01-26,Monthly,8492.9,,,12.16,2.0,14075.94,980.34,2402.47,190.43,718.88,3678.63,1195.31,342.36,957.9,237.02,6411.22,7664.72,126683.46,33107.67,68982.48,USD,Check,1684245807,Draft,2025-07-05 16:38:39,10,2025-07-05 22:38:39,5,True,Adjustment for overtime,Old Regime,,
1278,78,2023-12-27,2024-01-24,2024-01-28,Monthly,12315.36,,,13.02,2.0,22254.27,4956.86,2884.03,79.03,14.67,2669.21,2064.27,92.83,19.09,379.46,5224.86,17029.41,44508.54,5338.42,34058.82,INR,Bank Transfer,3773386009,Paid,2025-12-19 16:38:39,9,2025-12-19 22:38:39,48,False,Adjustment for overtime,New Regime,2023-06-21,2023-11-22
1279,79,2023-12-27,2024-01-24,2024-01-27,Monthly,7094.99,,,15.06,2.0,16675.94,3531.61,2866.15,1483.23,364.33,3072.82,903.16,337.23,596.79,220.85,5130.85,11545.09,116731.58,21509.74,80815.63,USD,Bank Transfer,1053681741,Draft,2025-04-24 16:38:39,16,2025-04-24 19:38:39,36,True,Adjustment for overtime,New Regime,2024-05-19,2024-08-19
1280,80,2023-12-27,2024-01-27,2024-01-31,Monthly,3524.84,,,4.28,1.5,12421.94,3947.16,2663.97,1596.83,547.71,2967.8,644.0,445.55,97.32,271.94,4426.61,7995.33,49687.76,11871.2,31981.32,USD,Bank Transfer,6314779864,Processed,2026-01-20 16:38:39,22,2026-01-20 18:38:39,9,True,Bonus included,New Regime,2024-01-10,2024-10-25
1281,81,2023-12-27,2024-01-24,2024-01-27,Monthly,7811.31,,,16.86,2.0,13384.54,474.99,2827.23,370.79,253.99,3403.89,1189.63,231.58,640.63,45.58,5511.31,7873.23,160614.48,40846.68,94478.76,INR,Bank Transfer,3201767810,Reversed,2025-06-20 16:38:39,13,2025-06-20 19:38:39,34,True,Bonus included,New Regime,,
1282,82,2023-12-27,2024-01-25,2024-01-28,Monthly,7178.24,,,3.9,2.0,14219.14,3928.08,1497.27,330.96,934.65,1654.66,1014.46,250.02,388.9,453.94,3761.98,10457.16,85314.84,9927.96,62742.96,USD,Bank Transfer,9796898955,Paid,2026-01-18 16:38:39,7,2026-01-18 21:38:39,23,True,Adjustment for overtime,Old Regime,2024-04-24,2025-04-12
1283,83,2023-12-27,2024-01-23,2024-01-26,Bi-weekly,9727.45,,,0.44,1.5,17068.05,2745.17,2844.15,1580.92,130.23,4770.77,1688.25,404.53,447.3,416.32,7727.17,9340.88,102408.3,28624.62,56045.28,USD,Bank Transfer,7208853748,Processed,2025-02-26 16:38:39,6,2025-02-26 20:38:39,5,True,Tax revision,Old Regime,2023-09-05,2023-11-24
1284,84,2023-12-27,2024-01-26,2024-01-27,Bi-weekly,3748.9,,,14.38,2.0,8985.46,2156.12,1451.58,353.45,601.55,1411.68,571.49,162.21,447.22,58.55,2651.15,6334.31,17970.92,2823.36,12668.62,USD,Bank Transfer,4627267817,Draft,2025-09-15 16:38:39,32,2025-09-15 19:38:39,13,True,Tax revision,New Regime,2024-04-17,2024-08-07
1285,85,2023-12-27,2024-01-25,2024-01-26,Monthly,4379.4,,,3.9,2.0,11413.81,4677.93,1529.88,212.04,401.06,3364.31,711.69,165.39,913.64,190.82,5345.85,6067.96,125551.91,37007.41,66747.56,USD,Bank Transfer,3039973914,Reversed,2025-03-29 16:38:39,39,2025-03-29 22:38:39,41,True,Bonus included,,2023-10-22,2024-05-21
1286,86,2023-12-27,2024-01-23,2024-01-24,One-time,11154.87,,,12.44,2.0,17342.1,2805.86,52.47,635.02,959.3,2515.34,1174.84,367.36,503.06,101.45,4662.05,12680.05,208105.2,30184.08,152160.6,INR,Bank Transfer,5016850563,Processed,2025-07-27 16:38:39,49,2025-07-27 19:38:39,40,True,Tax revision,,2024-03-22,2024-06-16
1287,87,2023-12-27,2024-01-24,2024-01-26,Monthly,4663.3,,,0.21,1.5,11482.63,2230.12,2780.45,803.61,995.97,1465.14,850.05,387.05,31.67,161.51,2895.42,8587.21,91861.04,11721.12,68697.68,USD,Bank Transfer,6013452489,Processed,2026-01-20 16:38:39,38,2026-01-20 18:38:39,49,True,Tax revision,New Regime,,
1288,88,2023-12-27,2024-01-25,2024-01-30,Monthly,6901.9,,,6.91,2.0,11716.26,779.91,2252.76,460.49,725.05,3195.95,1041.56,309.77,201.68,492.81,5241.77,6474.49,82013.82,22371.65,45321.43,INR,Bank Transfer,1528759871,Processed,2025-06-24 16:38:39,14,2025-06-24 20:38:39,36,True,Bonus included,Old Regime,,
1289,89,2023-12-27,2024-01-23,2024-01-24,Monthly,9667.99,,,11.39,2.0,17451.11,2562.82,2049.7,1631.39,162.73,4657.95,1205.74,309.89,108.2,157.88,6439.66,11011.45,174511.1,46579.5,110114.5,USD,Check,6830266696,Processed,2025-07-28 16:38:39,18,2025-07-28 20:38:39,29,True,Bonus included,,2023-08-19,2024-06-26
1290,90,2023-12-27,2024-01-24,2024-01-29,Monthly,,40.6,167.4,10.33,2.0,10409.13,357.32,159.82,1292.39,964.36,2005.48,964.53,324.89,276.09,119.87,3690.86,6718.27,93682.17,18049.32,60464.43,INR,Cash,8288009562,Processed,2025-09-12 16:38:39,23,2025-09-12 20:38:39,48,True,Adjustment for overtime,,2024-03-03,2024-07-04
1291,91,2023-12-27,2024-01-27,2024-01-29,Monthly,11997.82,,,15.51,1.5,18104.76,66.74,2319.4,1860.52,115.72,4267.67,1005.0,47.04,179.65,431.57,5930.93,12173.83,18104.76,4267.67,12173.83,USD,Bank Transfer,8379432434,Draft,2025-05-06 16:38:39,20,2025-05-06 20:38:39,16,True,Tax revision,New Regime,,
1292,92,2023-12-27,2024-01-26,2024-01-28,Monthly,8779.23,,,5.31,1.5,15357.79,1536.75,2090.25,1647.12,867.4,3042.68,1315.98,48.18,689.6,426.48,5522.92,9834.87,184293.48,36512.16,118018.44,USD,Bank Transfer,5413510751,Processed,2026-01-28 16:38:39,10,2026-01-28 20:38:39,8,True,Adjustment for overtime,,,
1293,93,2023-12-27,2024-01-24,2024-01-29,Weekly,,55.63,144.49,5.95,2.0,14407.49,4197.11,541.96,277.34,691.1,2585.41,1063.89,291.66,360.64,406.8,4708.4,9699.09,144074.9,25854.1,96990.9,USD,Bank Transfer,2347523012,Processed,2025-07-26 16:38:39,38,2025-07-26 20:38:39,46,True,Tax revision,,,
1294,94,2023-12-27,2024-01-24,2024-01-25,Monthly,8418.58,,,14.24,2.0,16357.86,3772.87,1031.23,1567.16,69.51,1898.77,1017.72,121.16,796.27,344.45,4178.37,12179.49,81789.3,9493.85,60897.45,USD,Bank Transfer,4573996004,Processed,2025-07-31 16:38:39,48,2025-07-31 17:38:39,12,True,Bonus included,Old Regime,,
1295,95,2023-12-27,2024-01-25,2024-01-29,Monthly,11211.25,,,10.05,1.5,16704.93,1564.78,605.37,1826.11,441.11,4805.39,998.45,259.36,352.12,156.58,6571.9,10133.03,66819.72,19221.56,40532.12,USD,Cash,3872276853,Draft,2025-04-05 16:38:39,32,2025-04-05 18:38:39,33,True,Adjustment for overtime,,2023-10-14,2023-11-25
1296,96,2023-12-27,2024-01-25,2024-01-29,Monthly,3558.77,,,6.69,1.5,7654.08,1257.16,753.91,915.18,945.86,2218.26,679.99,21.57,985.85,163.98,4069.65,3584.43,84194.88,24400.86,39428.73,USD,Bank Transfer,5863217496,Paid,2025-05-18 16:38:39,5,2025-05-18 18:38:39,32,True,Tax revision,Old Regime,,
1297,97,2023-12-27,2024-01-24,2024-01-27,Monthly,7549.81,,,1.23,2.0,13671.5,3957.78,255.25,980.22,812.36,2643.55,1234.87,320.67,883.27,116.58,5198.94,8472.56,95700.5,18504.85,59307.92,USD,Cash,2129526455,Processed,2025-07-23 16:38:39,40,2025-07-23 17:38:39,30,True,,Old Regime,,
1298,98,2023-12-27,2024-01-26,2024-01-29,Monthly,6367.23,,,13.31,1.5,11664.39,2358.79,1330.36,281.79,531.71,1672.74,941.46,21.15,933.76,315.98,3885.09,7779.3,58321.95,8363.7,38896.5,USD,Bank Transfer,6718677479,Processed,2026-01-21 16:38:39,27,2026-01-21 18:38:39,25,True,Tax revision,New Regime,2023-07-24,2024-03-16
1299,99,2023-12-27,2024-01-25,2024-01-26,Monthly,12121.0,,,6.64,1.5,18490.34,1845.81,2135.9,1226.08,407.02,4287.87,1098.61,341.39,858.59,246.38,6832.84,11657.5,73961.36,17151.48,46630.0,USD,Bank Transfer,3604909103,Processed,2025-02-18 16:38:39,39,2025-02-18 19:38:39,11,True,Bonus included,,,
1300,100,2023-12-27,2024-01-25,2024-01-29,Monthly,,15.15,154.65,4.7,1.5,10006.77,3814.54,1543.98,1777.9,420.6,1488.61,615.37,135.11,676.81,377.0,3292.9,6713.87,40027.08,5954.44,26855.48,USD,Bank Transfer,3596483060,Processed,2025-10-04 16:38:39,1,2025-10-04 18:38:39,19,True,,Old Regime,2023-07-20,2023-12-07
1301,1,2024-01-26,2024-02-26,2024-03-02,Monthly,9144.53,,,18.8,1.5,16461.98,2481.8,1540.5,1052.74,630.69,2690.23,1072.97,360.83,724.27,234.82,5083.12,11378.86,16461.98,2690.23,11378.86,USD,Check,7245518362,Processed,2025-03-06 16:38:39,10,2025-03-06 20:38:39,2,True,Tax revision,New Regime,,
1302,2,2024-01-26,2024-02-26,2024-02-28,Monthly,9715.09,,,3.03,1.5,19118.75,4583.02,2234.9,1653.21,656.56,4695.67,1254.07,244.56,57.76,323.89,6575.95,12542.8,152950.0,37565.36,100342.4,USD,Bank Transfer,8091247191,Paid,2025-12-06 16:38:39,29,2025-12-06 20:38:39,27,True,Bonus included,Old Regime,,
